reg	node1	node2	MI	MIC	Theta	Theta_T	Theta_Tn	Sigma	Sigma_null	T	T_null	Tn	Tn_null	P	P_T	P_Tn
MEOX2	MEIS1	PAX8	0.020871674319202338	0.02826834048363036	0.292812803063228	0.2627232116838793	0.6153187446890032	0.05653668096726072	0.04734647639197388	0.1413417024181518	0.12009327199513073	0.1413417024181518	0.09385726113870631	0.3408	0.3472	0.2324
WT1	CREB5	NR5A1	0.10236978512015193	0.054832302444692706	0.3813203287703191	0.5229246112930729	0.9142879931284731	0.05941671224276393	0.047791586589253095	0.162660369990689	0.12138792435407808	0.162660369990689	0.09382483149660456	0.3194	0.274	0.1718
HOXB3	HOXA7	TP73	0.050338485517666065	0.08018555595538426	0.04717434424130143	0.15535213438134884	0.6138026819643959	0.06461287018368048	0.063036727456774	0.17608721075112177	0.1624298342373866	0.17608721075112177	0.12379669002505991	0.4388	0.3926	0.2388
TP53	FOXC1	MECOM	0.06480245541788188	0.03720478568294041	0.08975923607054424	0.08346862665260611	0.17119958837617513	0.04575300005846957	0.04849545665176977	0.11678410668127004	0.1233740535963339	0.10816478648225081	0.09535117032199456	0.4878	0.4796	0.368
HOXB7	HOXA9	HOXB3	0.4860366995947074	0.20295081042126695	0.588009959607264	0.8723625476361758	0.6064961550308424	0.12045396010526103	0.09801041815114936	0.3533147381257078	0.2631562073974269	0.12429938215283887	0.18802288190205277	0.2532	0.1812	0.7066
HOXA9	EGR2	HLF	0.0	0.0006020660769557651	1.5068345680118516	1.4837411406953007	1.2033927870508176	0.0012041321539115301	0.04804930370860768	0.0030103303847788254	0.12243906182027406	0.0030103303847788254	0.09359258842483366	0.9456	0.9456	0.8828
NR5A1	HOXA3	TCF4	0.1706321453531392	0.09705642135004156	1.5039729580043	1.6605755348283164	0.9910124178818163	0.1153502609738667	0.06478739402334986	0.3149052908192016	0.16750376125476754	0.040870528057565636	0.126963595190965	0.0754	0.0622	0.8422
CEBPG	ATF3	PPARG	0.015999468967274222	0.03296552583435961	0.6904581240128214	0.7761444304907629	0.5662960613748023	0.027131038951285942	0.0484166824990997	0.06110829733567558	0.12298895996630993	0.052574487234527734	0.09580890313714929	0.7326	0.7648	0.6716
NKX3-1	PBX1	PROX1	0.009207637086432463	0.04078837809829272	0.24145572599335893	0.24966958670732892	0.5911250867834147	0.05868549111570695	0.05106125046675294	0.15066512317435565	0.13022655379033185	0.053276767317107954	0.0998116344891916	0.3678	0.3612	0.6792
HOXB2	IRX5	POU4F1	0.0385662978782384	0.054515403191038335	0.6516277984945743	0.7311115534921692	0.6261927461549656	0.028714301727975972	0.048630578089036376	0.06579110930473941	0.12342471429036528	0.0482398068620975	0.09505431937443315	0.7204	0.7448	0.6986
MSX2	PPARG	SOX8	0.0	0.003505948801271952	1.3482710565318237	1.3302644139752084	1.032211893955035	0.007011897602543904	0.049232055770266354	0.01752974400635976	0.12531079122479585	0.01752974400635976	0.09651503413239564	0.9236	0.9234	0.837
KLF5	HOXB7	PPARG	0.07498331570426764	0.07901667350786949	1.535483991318799	1.7008849532223316	2.1447971350848674	0.09500354012913916	0.04769225827154805	0.25656050107735373	0.12115515524394427	0.25656050107735373	0.09418238205069737	0.0772	0.0616	0.0358
NR2F2	OLIG2	PBX1	0.0	0.023212781546330153	0.8247588573678452	0.7906486495935813	0.4538867748641229	0.025193047401278784	0.051291603586461634	0.06599447141512416	0.13103537339997856	0.06599447141512416	0.1017497953742622	0.7854	0.7706	0.6192
MYF6	CREB5	PPARG	0.0	0.07268279935650464	0.6044313490990162	0.7529001477688528	1.1590217712947117	0.0774338408806947	0.057403371034827254	0.21176047907430862	0.14686295472803013	0.21176047907430862	0.11458763555530829	0.242	0.2042	0.1268
PAX6	NKX3-1	TBX2	0.05622983501717549	0.09130499682810536	1.2106735503955746	0.953428292602841	1.4945078497136228	0.10635038711353213	0.06496436471429892	0.25467445683836765	0.16825165985280968	0.25467445683836765	0.12594968752360206	0.1208	0.1676	0.0824
HOXA7	POU4F1	PRRX1	0.0	0.06110469725440191	0.4345855448023478	0.4204352945807754	0.06025684359725268	0.05990387494547152	0.04684755436146928	0.15174562036032113	0.11910071453877019	0.0873503626327512	0.09177047505528955	0.2998	0.3016	0.4634
GFI1B	ERG	FOXC1	0.0	0.06379821272307176	0.9252624295760211	0.7289933070794252	1.15369249473248	0.08073509753046967	0.05175045648207328	0.19162176926505126	0.1321520475877061	0.19162176926505126	0.10179688358768242	0.1658	0.2176	0.1302
ATF6	BATF3	PPARG	0.0013632022092791019	0.10088208922680968	2.490783622551411	1.8633187665911561	2.3423117398765934	0.1239962745644836	0.04785606648713769	0.2687341534409038	0.12167218598930107	0.2687341534409038	0.0936434398545227	0.0156	0.0502	0.0262
HOXB3	EPAS1	HOXB5	0.16025340344114225	0.1624936201671518	1.9056143781682802	1.6455356781404384	2.2335300436040195	0.14536680597726237	0.07732213279052064	0.3598844490878339	0.20271559647926218	0.3598844490878339	0.15170313813344502	0.0434	0.0652	0.0288
HOXB6	HOXA13	HOXB1	0.24313355689973903	0.033222090870765796	0.6503936289002146	0.8476400325044772	0.4961577473208874	0.04074853383366649	0.06241251871778163	0.08654880229966944	0.1605252447452253	0.07956165205415955	0.1211230402939701	0.7244	0.8056	0.6538
POU4F1	EGR2	WT1	0.0	0.056050777251553455	0.23359643329198873	0.22434351816197604	0.20515463716971857	0.06481168573376085	0.057223799838957506	0.16538275586299456	0.14639609388565258	0.09459789124709639	0.11136310936017867	0.37	0.3692	0.5162
FOS	MEIS1	NR5A2	0.07348209364839509	0.015045171529875034	1.0923439833483353	1.0955397398329172	0.8712158022585038	0.013698190201653011	0.04751460585362565	0.03302725127475381	0.12054878796017936	0.027763666963181555	0.093784674582574	0.862	0.8682	0.7884
PPARA	GLI3	NKX3-1	0.04558897358289915	0.10171574331313242	1.7056212841261338	1.7235950694160866	1.1332451183131687	0.09930907373988483	0.047329963029840154	0.2561231311833383	0.12030530877208007	0.17918302088640514	0.09365047553030291	0.0592	0.0578	0.1338
GLI3	TBX15	TWIST1	0.02000037364425289	0.00775921025019235	1.267337049003899	1.2580851963383142	0.9400751270507949	0.010079604728592676	0.048889530638032384	0.024710844068791538	0.12432740584027702	0.024710844068791538	0.09462402533565498	0.91	0.9106	0.8112
HOXB3	HOXA5	PAX8	0.09554165858228325	0.011649096552466976	0.8396178580842352	0.8366946369057064	1.2702717502406329	0.023298193104933952	0.0495734083589671	0.05824548276233488	0.12593191763491574	0.0	0.09890480238902517	0.7808	0.779	0.9036
ATF3	CEBPE	NR4A2	0.0	0.010810795019118923	0.8198313296249407	0.8155494359877721	0.49487406339126266	0.021621590038237846	0.04671301743045741	0.05405397509559462	0.11878737625894542	0.05405397509559462	0.09104958031788546	0.777	0.776	0.6376
FOXP3	LHX6	TAL1	0.038319176156987655	0.15696639720449185	0.325178117877836	0.5344733794990806	1.304061830648464	0.08121020656681453	0.06994205128728297	0.2307289082062869	0.18181938708958142	0.022167078564138132	0.13779878099345064	0.3374	0.2694	0.9288
MSX2	HEY1	HEY2	0.37030504781947027	0.21990547862372728	2.8854815021755273	2.5760324353975164	0.5719601187726718	0.20813498329998337	0.09837119766186662	0.5308315596014141	0.2647754868664537	0.12952081109264313	0.18880921832892472	0.0098	0.0166	0.6828
DLX5	EGR2	POU4F1	0.0	0.08289784360773425	1.4753211002098325	0.8677803782648648	1.3412759448095273	0.10156017887796401	0.05411825517974545	0.21124186479845974	0.13845648752475678	0.21124186479845974	0.10501186934276652	0.0828	0.1858	0.104
HOXA7	HES1	MEIS1	0.14334777053498193	0.13831063376739552	1.39518942398105	1.2578193467427896	1.2370994987983976	0.09572328374735796	0.05166733108536575	0.23463427915113133	0.1316066282040352	0.19714580557906602	0.1011460138282232	0.0912	0.1122	0.1134
WT1	CEBPB	HEY2	0.0	0.0972014942440211	1.2078058651090329	0.9450592508239508	1.1626503474882546	0.08738555541697592	0.04947135123530917	0.2023705575138397	0.1258161812548011	0.18787840114939236	0.09708356830033701	0.115	0.1632	0.1262
RELA	PPARD	TCF4	0.0	0.058100955084405735	0.3327563614321697	0.4894195992184703	0.6319154573303988	0.059356440888711566	0.048945935250250365	0.16384761555100003	0.12437830201256098	0.14581892909292282	0.09680935901996854	0.3214	0.275	0.2274
HSF4	BCL6B	MECOM	0.09126074971432363	0.06027264585812535	0.7687525401863186	0.9107083461249175	0.47481915485105425	0.07365105850727113	0.049722211223122315	0.19976854067795058	0.12633786917447418	0.06124102823853006	0.09766573078863898	0.2022	0.1684	0.6338
HOXA9	HOXA13	HOXB8	0.24411374720075107	0.15173302360590837	2.719853366720457	2.3497974567921935	1.3993737372145227	0.17835331761413656	0.07905445040822451	0.4365430123093592	0.20756732923411927	0.2869835581756017	0.15287543334621612	0.0122	0.0216	0.0916
LHX6	EBF1	MEIS1	0.012377452322996696	0.06571415390080597	2.742314436585016	2.625622781132506	3.102770443174041	0.13142830780161194	0.04785117831183079	0.32857076950402986	0.12176460732091837	0.32857076950402986	0.09349100771738077	0.013	0.0148	0.0096
PPARG	MSX2	NR5A1	0.0	0.04797784634306725	0.41930236699553447	0.3932031642686465	1.187680198215216	0.08250361878656676	0.06821415833078266	0.21151475978161138	0.17630619645599085	0.028374471933724887	0.1337051177671844	0.3072	0.3122	0.9016
AR	FOS	HOXA13	0.0	0.0692458996109874	0.3869805575803734	0.5369805936566597	0.9140559940226367	0.06074984757802558	0.04868486366989506	0.16695432247316822	0.1237286483157106	0.16695432247316822	0.09669371647887016	0.319	0.2714	0.1746
HNF4A	GATA1	NR2F2	0.0	0.032714723300120506	0.7249475892893069	0.8181561410734091	0.38162273303229416	0.03949486341613999	0.06426534288821541	0.0922694514762008	0.1657730571390121	0.0922694514762008	0.12503770707347922	0.758	0.7854	0.5956
HOXB6	HEY2	HOXA9	0.12279719621877616	0.03005016395680373	0.17112456872451687	0.16288650509897487	1.2526729703285657	0.04199332087050257	0.047136154757644884	0.10709885461520141	0.11968984110482854	0.0	0.09242765410202533	0.5288	0.5242	0.8932
WT1	CREB5	FOXC1	0.0	0.012371984446064932	0.9988018914892496	0.9824598340850055	0.926788984819956	0.017176062803704123	0.047571039842487596	0.04371844565558769	0.12073773334685192	0.02557696908085072	0.09399920568837579	0.8366	0.832	0.8098
WT1	MEF2C	NR1I2	0.08485808766452774	0.150384564652727	0.8145084632748257	0.7079703848346016	0.8998401528540697	0.08978508160967513	0.06262130723259211	0.22331550931963706	0.16140152360438928	0.1984649293699965	0.12261369712264059	0.1928	0.221	0.1756
ZNF281	GATA1	JUNB	0.0	0.04196064976728966	0.0060602788635770915	0.19236989626873732	0.200976476686095	0.05195322859213643	0.05214473538901336	0.11695294880675755	0.13268931845497559	0.11695294880675755	0.10126724643322407	0.4548	0.5308	0.3634
E2F4	GATA3	TP63	0.02131728065634375	0.023195725556664472	0.38944564415226446	0.35432162583674803	1.1335316175272243	0.037437857470128115	0.04968172497878469	0.09761760822141685	0.1264116679733155	0.009635111651963513	0.09720588679534393	0.6128	0.5948	0.876
HOXA9	CEBPA	PBX1	0.015852306003287353	0.0	2.2290265086044467	2.1905497428764695	1.6403704207578513	0.0	0.07690169332490962	0.0	0.2018570690536868	0.0	0.15003378840177134	0.9978	0.9978	0.9762
HOXA3	HEY2	HOXA9	0.12279719621877616	0.043952775273138386	0.28890082610557233	0.3715370422824324	0.5292758741991884	0.05589051306808657	0.04708882842927127	0.14881729752818673	0.11961571271278662	0.05300444679866878	0.09251753614945668	0.349	0.3188	0.6548
GFI1B	ERG	PBX1	0.010866719490299381	0.06894738642751382	0.04200001027791286	0.3630210392635826	0.13248798498736325	0.048122561030809696	0.04682735039622857	0.14783829820098715	0.11894926853209527	0.08224304919182801	0.09225879198553943	0.4406	0.3204	0.487
MSX2	GATA1	HES1	0.11184630479100344	0.10817044606424005	0.08843988929486067	0.4296361573904617	0.4477217841146396	0.07848339518836643	0.07537727876251177	0.23750977861322364	0.19734843471483782	0.10629566283564107	0.14758434801992126	0.4224	0.301	0.6324
ETV6	NKX2-3	NR1I2	0.07981476843354463	0.1717556045715301	0.27026036293363925	0.04093111799469151	0.3759135056509933	0.05874933887171897	0.06795733107435031	0.17964283910104317	0.17596976385623853	0.09953429443523465	0.13243045869329945	0.5608	0.434	0.5986
RELA	HMGA2	PBX1	0.2500682753246992	0.19712198696362707	0.6815518990178271	0.7818582454173494	0.07096677099785635	0.11118680782711234	0.08649711256369355	0.30649121417212677	0.2297423400622106	0.17541234464871547	0.1684165950449502	0.2254	0.1966	0.415
MEF2D	EGR1	PBX1	0.039656027919754866	0.05329864902675432	0.9474646685367657	0.9605752196543217	1.3744029121954457	0.07702344804299999	0.047398586800176466	0.19788973059699622	0.12035009102966583	0.19788973059699622	0.0927271144246153	0.157	0.154	0.0922
KDM2B	EGR2	GFI1B	0.015866481717504932	0.07909361090137405	0.27287298913285096	0.399351445658635	0.04142703931203455	0.05803010902349194	0.04957979661670931	0.15821904974340617	0.1262137115258089	0.09433167197158898	0.09747729886621233	0.349	0.3036	0.4448
LMX1B	FOXC1	MEIS3	0.0	0.07874720277620476	1.9291455374214188	1.8553784236188275	0.6388174225646601	0.10625104329974096	0.04718976149751665	0.2673591639154893	0.11991688185979096	0.14098231394995486	0.09325645637267373	0.0436	0.0492	0.2304
MYF6	NEUROD2	OLIG1	0.0	0.000801830898033451	1.6237650862095114	1.5951885335740494	1.3199313608706174	0.001603661796066902	0.052984580239904655	0.004009154490167255	0.13530159575384995	0.0	0.10344586088279167	0.9628	0.9626	0.9196
SMAD4	AR	MEIS2	0.0	0.024744815900032614	0.3261685031642225	0.3044812374123154	0.04422667651454747	0.03854590863611184	0.04882185029269144	0.09952263592478783	0.12440131118045857	0.09952263592478783	0.09613886344607313	0.587	0.5758	0.4204
HOXB5	HOXB2	IRX5	0.18048577167334523	0.10634822787637521	0.9224626980143336	1.054537252261971	0.03306829429071907	0.07918579732602278	0.05033860477191191	0.21378098188479067	0.1282890347655344	0.0979323515048045	0.10046298921461777	0.1766	0.1494	0.447
HNF4A	EPAS1	PBX1	0.1450985629452064	0.08409758380985019	0.8587226434874512	0.6561852176884919	0.04690526373837214	0.11002936288663737	0.079803022977372	0.271437408791217	0.2100002259449418	0.14905051025803395	0.1534610933133059	0.1874	0.2368	0.4654
IKZF1	HOXA9	TBX1	0.24299402935990466	0.20375303822567165	2.501541845468719	3.2186943597458995	2.2709938714032756	0.14473031191246583	0.06020451489236018	0.4387127890456062	0.15452189035525904	0.3103571700630523	0.1169067493894896	0.0148	0.005	0.031
ERG	GFI1	JUNB	0.040263040987055465	0.02837568434152544	0.5150568137491373	0.6200428727214649	1.140226650239546	0.03207472799473355	0.048191348142882964	0.0724002733335336	0.1227296917771712	0.007221515616076868	0.09447067153592494	0.666	0.7136	0.8728
CEBPE	EBF1	PAX5	0.29655975457027495	0.3532164754386468	1.5660368816391137	1.4906342733203568	1.3500532624698587	0.18202485003736107	0.11671859523825688	0.4903786627316038	0.3199292011822191	0.3817409771341549	0.22304275181212205	0.0692	0.0768	0.0976
HOXB6	HOXB5	POU4F1	0.08624301100682175	0.04094096930500442	0.05494320122929538	0.0454212979905961	0.3350373696942751	0.05093194728056318	0.04922972097254667	0.12170864684856397	0.12535753756029794	0.12170864684856397	0.09598617720519323	0.4342	0.4708	0.3198
REL	GLI2	NR4A3	0.1238419952488341	0.04998004120088746	0.16587410674443687	0.08057701031684487	0.48166256451645817	0.047673999313417044	0.0529405071388527	0.12828245230007806	0.13493377830939113	0.06641360641024052	0.1043290258459214	0.527	0.486	0.6406
IRX5	EGR2	HOXB8	0.0	0.026702394630051796	0.46578947953262867	0.47031035474277116	0.695633481182214	0.03469269824274053	0.04934921002514964	0.08721744517496921	0.12553660164606611	0.04280363999431236	0.09642111784235216	0.6436	0.6438	0.723
ETS1	AR	HEY2	0.051302523507867015	0.10792347263381101	0.6296904698486526	0.9434732559734823	0.4151510685789263	0.06820219125711363	0.04842891182323692	0.19999489419827832	0.12327714504478263	0.1271360930693537	0.09545198018383061	0.2466	0.1696	0.2906
TBX3	LEF1	MSX2	0.0	0.03172919208157561	0.03295999358098883	0.011912110610650605	0.35098491102494606	0.047066378595617235	0.048067590395539136	0.12130903589156272	0.12224204908959707	0.12130903589156272	0.0947989611044808	0.4682	0.4578	0.3118
PPARG	AHR	MYF6	0.08215096701112401	0.05454544681300266	0.17112494608388812	0.13508562815764769	0.7448492061786728	0.07816084462110956	0.0721711274799432	0.20051790332422836	0.18798278950278982	0.07220933074078495	0.1403337829361703	0.39	0.4016	0.7492
BATF	IRF4	KLF4	0.041751075137084204	0.027593913033888383	0.971390381043666	0.9782050309927104	0.8911200053595297	0.03873808875978069	0.07245416292130442	0.0989223620617743	0.1889321536448205	0.059875158954106666	0.1410802088656391	0.8394	0.84	0.817
HOXA7	GLI3	HES1	0.0896062297477056	0.06730410251578704	0.034667483887438594	0.09567886638758608	0.4106769379968497	0.06912285211281406	0.07030067932072234	0.1741709424213045	0.1828014988280016	0.1741709424213045	0.137508365130405	0.4744	0.501	0.3012
SRY	MEIS1	MSX1	0.0	0.04648461443068923	0.43659587690947643	0.5856180431591815	0.5866941363757087	0.03946028313142572	0.05381662035494171	0.08733304590238067	0.1372012848087948	0.05776245833016924	0.10507087366561924	0.6334	0.6918	0.6834
NFKB1	NFIA	PAX5	0.0	0.0	1.6560231713248907	1.6279671741002475	1.3098206192505846	0.0	0.052533178491250734	0.0	0.1337220370696121	0.0	0.1019533841203992	0.973	0.973	0.918
STAT5B	KLF1	NR4A1	0.04249290974195663	0.07649672904807066	0.6157885688226371	0.5346892525711784	0.037823814114729196	0.06580882647489186	0.04702058349108896	0.16132278271269973	0.11928601413208544	0.09588941009229046	0.09304302082182835	0.2456	0.264	0.4172
HOXA7	HEYL	SIX3	0.1067763767429879	0.10223561741798966	1.427639889197898	1.236236771010306	1.6404878375505942	0.09505874730673881	0.05026056782439806	0.2285754407587013	0.1279626560668094	0.2285754407587013	0.09979799188029463	0.0876	0.1114	0.0688
SMAD4	CEBPD	NR5A1	0.09415735908615996	0.11617185885753253	1.1207166024181245	1.1662348923804782	1.4653040133292745	0.08272744386824382	0.048106178406784585	0.21528343119734195	0.12209838606724788	0.20634623397016583	0.09471116324801698	0.1332	0.1262	0.0866
PATZ1	BATF3	FOXC1	0.0	0.029067105837541442	0.17253928580473699	0.11164596650521016	1.0221161395822418	0.04227405324545779	0.04761158970460381	0.11231314712411677	0.12123339992490048	0.01602169008551968	0.0925546572685426	0.523	0.4958	0.8426
HOXA9	HOXB5	HOXB8	0.49464917303748646	0.28922678160994353	1.789396938066256	1.5411362285067476	1.3970944954326756	0.18632391682189284	0.1120085046685218	0.48156051030327496	0.3062538411369449	0.05415438519360105	0.21471438291504583	0.0516	0.072	0.9494
KDM2B	AR	EGR2	0.026851771656451806	0.03503951630987938	0.2301780360304465	0.42290356912787985	1.1423544769431513	0.04308937361831314	0.05019824600638163	0.09373119731151691	0.12752974923531235	0.012264813073636915	0.09841066355395606	0.5546	0.6314	0.8706
E2F4	GATA1	GATA3	0.05889228060712126	0.0018400540846734259	1.5195812984320316	1.4947067528050613	1.1834973232489183	0.002377962100904344	0.04878039745750316	0.005800140629955042	0.12401941150107022	0.005800140629955042	0.09521586907640801	0.9474	0.9472	0.8816
PBX3	HOXA5	HOXB5	0.35209445645116144	0.14169314003726	1.2123357483001038	1.186678591189417	0.9806829851540886	0.1550864585689387	0.10690897980101909	0.41926506503191696	0.2902949694774368	0.31366525631231434	0.2050630553028951	0.1186	0.123	0.1606
CEBPG	FOXC1	NKX3-1	0.0	0.03422355676435549	0.26544310050340303	0.4427953100200427	0.26612971539584535	0.042171802296976896	0.05036867757752234	0.09290449477428808	0.12835045585789903	0.07821328904748936	0.09844544795577115	0.567	0.638	0.5404
E2F4	EGR1	GATA3	0.0	0.07315558308155641	0.17066340043288272	0.2748692883659258	0.8089288510403504	0.05266440780667749	0.04746407845145639	0.14254980316959642	0.12080493097142575	0.03194062945997933	0.09214940277463883	0.3886	0.345	0.7684
HMX2	NR4A2	PAX8	0.0	0.04912845011487725	0.304416675764841	0.10966901374967579	0.5037570918912577	0.060320287755329764	0.050727336024322646	0.13807446025772174	0.12912501512365412	0.13807446025772174	0.09891351908769781	0.3422	0.4138	0.2676
WT1	LEF1	TEAD1	0.032133580930619576	0.09487784311803908	1.4119807725113005	1.470035915142291	0.45785040274610045	0.11259255825171025	0.0641202029005431	0.2982072767875956	0.1653051932072204	0.16569317865370392	0.12539901116992763	0.091	0.083	0.2756
SRY	FOXP2	JUN	0.0	0.0045096802688716405	1.2994369164538666	1.2742715523740908	1.0093082353061633	0.0069206960771175195	0.04737826734031405	0.018170067981037707	0.12026745049443743	0.01682647200626297	0.093206698913368	0.9158	0.9124	0.8326
MEIS2	HOXB5	HOXB6	1.1664079793536422	0.9547099173931782	0.09442819729489228	0.27645278803646794	0.5916293757497847	0.13778497734237866	0.13322540682398826	0.4056261793761795	0.3678885854934253	0.17643097643097638	0.2552535452780794	0.4362	0.3606	0.698
GFI1B	GATA2	MEIS1	0.12986548503088358	0.1642335398547922	2.9409380809850796	3.1499280524766227	3.448407628838622	0.14520768653820673	0.053010745632601074	0.3923060133946983	0.13530098151317407	0.3747571768018867	0.10412449612528331	0.0096	0.0078	0.0052
SMAD5	TBR1	WT1	0.0	0.07618258028812912	0.4521054317871909	0.3537882598672411	0.5894895148782843	0.061780229876934295	0.04766406250954072	0.14944881847031466	0.1209478301755592	0.13828032192502526	0.09338572707790706	0.294	0.3256	0.2472
SRY	EPAS1	GATA3	0.05480443584165107	0.04276311946115854	0.07680663895518398	0.03183587572669365	0.3988463311162377	0.055558736453699936	0.05806378356994608	0.14634301406962935	0.14906118155816478	0.14634301406962935	0.1134109380893019	0.483	0.466	0.2988
CREB1	EGR2	NR5A1	0.0980501929927291	0.09828617131030355	2.1832887091471815	1.546372619466296	1.9835818099482567	0.120603759539921	0.05106143469467442	0.25744249194335933	0.13000148455753333	0.25744249194335933	0.10107474173942316	0.028	0.074	0.044
MYC	MYBL2	POU2F2	0.0	0.0956271560475094	1.8395727743009642	1.724871760042759	1.0792900519646471	0.10682686120650416	0.04836160068713595	0.2646130006933203	0.12291275174455639	0.17924885327320972	0.09566574219203638	0.0472	0.0568	0.136
FLI1	GATA1	NR4A3	0.05498670304044184	0.015004558186585016	0.8488346538618533	0.8316708624021327	0.8170854642376096	0.021152315328449432	0.045986956456329116	0.05407304500630561	0.11677116172462029	0.03312329907968614	0.09136358649192923	0.791	0.7838	0.7658
HHEX	GFI1B	PAX5	0.0	0.05583347226037416	0.5209219294569642	0.4259167890695645	0.782002585514141	0.06357888571389818	0.04752421569962529	0.15442291892378623	0.1205986146443107	0.1529269998073004	0.09319209516058787	0.2738	0.3	0.1994
MAX	CEBPA	TEAD1	0.0	0.03485909728187897	0.9161858659544563	0.911549179995206	0.9342838486603698	0.031276938982262574	0.06225648403743121	0.07973356736086545	0.16041825950612024	0.04077720530069495	0.12098910440867776	0.8222	0.8194	0.828
HES1	HEY1	HEY2	0.37030504781947027	0.11911726092301023	2.3919951896019334	2.3538389595203393	2.9661100954239203	0.16760671376989036	0.08173318210890937	0.44003841252509024	0.21510690990500142	0.44003841252509024	0.15730979548638901	0.0182	0.0214	0.009
HSF1	EGR3	FOSL2	0.12473232664234235	0.1248675221628341	0.23780775112288394	0.09463632073429339	0.04703611183122949	0.044645746076172305	0.05225725651211671	0.1251352662470775	0.1329433139941777	0.09868059853404443	0.1023919068798353	0.5546	0.4962	0.4566
RBPJ	ETV5	IRF8	0.0	0.02708008441623706	0.457825936544175	0.5989673263730034	0.2733848206643059	0.03330459894360791	0.047401183575691945	0.07249600419938851	0.1201189696594407	0.07249600419938851	0.09275400655622403	0.644	0.6998	0.5522
PBX3	HOXA13	WT1	0.02164423114214875	0.019857901827235215	0.6973561216538336	0.7122740429318091	0.3887222337331437	0.02599175828600237	0.047416204050338945	0.06414191819824389	0.1205967603163359	0.06414191819824389	0.09354578744109876	0.739	0.7426	0.5908
HOXB8	IRX1	MEIS1	0.0857399143330908	0.18306632421304941	2.770640378377128	2.431578957285284	3.000289823075511	0.1741901478357129	0.07638628679834016	0.43023558631203596	0.20045068618680054	0.43023558631203596	0.14884359454423265	0.0114	0.0208	0.01
HOXA2	GATA1	NKX3-2	0.0	0.04129733951704937	0.09147125310133336	0.035472512724221215	0.27855831122630237	0.04996972496149525	0.0471554323724274	0.11668375436767375	0.11949294617733433	0.11279956863304452	0.09192494302271466	0.4102	0.4542	0.3316
MEIS1	NFIB	NKX2-3	0.07871274082598045	0.07467546607276417	1.284593005377719	1.2070963611055827	0.2813865868591783	0.10140133265558642	0.058926574707679924	0.25592724573047576	0.151388774230181	0.1384771610971307	0.11535307884687496	0.1048	0.1174	0.3314
MEIS1	DLX2	NR2F2	0.09070311402422693	0.017975232703255895	1.0571652774370117	1.0919467162177479	1.0506827521283186	0.016569416330995956	0.04950375260631185	0.03789948912972818	0.12598895531998447	0.015960522750606554	0.09644674746876651	0.859	0.873	0.85
FOXH1	BCL6B	RHOXF1	0.005348317457820162	0.013905218746069092	0.8980008370691188	0.875552845208574	0.5488722538628154	0.020058180350222846	0.047479520271796444	0.051518488995867084	0.12051088531043974	0.051518488995867084	0.09310711754403113	0.8124	0.8044	0.6658
HOXB2	HOXB8	NR5A1	0.0707173921390214	0.047004995256841695	1.523815950600777	1.4519954469980538	1.9004813949745463	0.09400999051368338	0.04736746803897527	0.2350249762842085	0.12029103257163663	0.2350249762842085	0.09329777007580742	0.0814	0.0882	0.0506
TP53	GFI1B	GLI3	0.0841094199519401	0.007613825535233954	1.20033249996189	1.1744181539245688	0.8641020899056215	0.012101776195808942	0.04895535891183343	0.031230616290823132	0.12457594234738639	0.031230616290823132	0.09747403483674605	0.8924	0.8888	0.7884
FOXC1	BCL6B	EGR3	0.054026755876074084	0.1189442043104418	3.1633285220958802	3.039525910234144	3.5628784735037153	0.16090978307589143	0.0566821131212889	0.40541573601954495	0.1451518392118417	0.40541573601954495	0.1103949827823098	0.005	0.0064	0.004
PAX9	PAX8	PBX1	0.06588694403534134	0.02761456304373864	0.6814439546774474	0.6382922388721082	0.689089433976883	0.027471561320967938	0.049067854133394664	0.07248510279142883	0.1247568695524274	0.04231461590330032	0.095482957136502	0.7422	0.7228	0.7246
HOXB7	HOXA13	TCF7	0.04589117112222185	8.478699285516811e-05	1.5640287937213382	1.5386424219240764	1.2527765229829413	0.00016957398571033623	0.048240296886709055	0.00042393496427584054	0.12240730283829865	0.0	0.09425607663022295	0.9584	0.9584	0.8988
HOXB7	AHR	HOXA5	0.025491543524261306	0.008328798791618741	1.0341630604062073	1.0249241316209774	1.2629082834018157	0.016657597583237482	0.0481202370715496	0.041643993958093706	0.12233016896936393	0.0	0.09361335216015546	0.8504	0.8476	0.905
PAX9	GATA1	IRF6	0.06807019408575643	0.0968656387154346	1.3021673913176535	1.3830190523880888	0.4226465075019864	0.09804888715063947	0.05573960772046162	0.2605130592404379	0.14289729953352354	0.14407136640168572	0.10970776874829526	0.1038	0.0942	0.2888
EGR2	HOXB2	NR4A2	0.0	0.04329088134686674	0.6562167986024758	0.6929773767038769	0.6711635862961494	0.06684218686074817	0.046812005883145186	0.17305389178076536	0.11867056580919651	0.04195414538740572	0.09165138248658168	0.2378	0.2264	0.7106
HOXD8	HOXB3	IRX1	0.0	0.03934051376867061	0.503774666712177	0.6998014052670221	0.23337831970881096	0.04849423192652872	0.06558712871708203	0.10703697592689299	0.1695366131746119	0.10703697592689299	0.1268326977253935	0.6688	0.7412	0.5366
